id	title	short_description	description	tags	agenda	featured	active	start_date	end_date	application_start	application_end	link	image	carousel	cfde_specific	flyer
d0812595-6aa0-5efd-9307-1470fa5c3a9b	CFDE Webinar Series	The CFDE Webinar Series was established to share with the community information about the Common Fund programs that participate in the CFDE, as well as about the CFDE as a whole and its DCCs. This month we will feature the Acute to Chronic Pain Signatures (A2CPS) DCC.	The CFDE Webinar Series was established to share with the community information about the Common Fund programs that participate in the CFDE, as well as about the CFDE as a whole and its DCCs. This month we will feature the Acute to Chronic Pain Signatures (A2CPS) DCC.	["webinar"]		True	True	2024-08-30T13:00:00-04:00	2024-08-30T14:00:00-04:00			https://broadinstitute.zoom.us/webinar/register/WN_x0bGLLt4TbqFGlxlMM-T2A#/registration	https://cfde-drc.s3.us-east-2.amazonaws.com/assets/img/webinar-a2cps.png	True	True	
e63e84a4-9a9a-511e-acc0-cbb7631b41fd	SenNet Consortium Undergraduate Student Program (CUSP)	CUSP is a summer research internship program for undergraduate students hosted by laboratories participating in the NIH Common Fund’s Cellular Senescence Network (SenNet).	SenNet is actively recruiting students for the May-August 2024 cohort of the Consortium Undergraduate Student Program (CUSP). CUSP is a summer research internship program for undergraduate students hosted by laboratories participating in the NIH Common Fund’s Cellular Senescence Network (SenNet). The application deadline is January 25. Interested students can always reach out to [cusp@sennetconsortium.org] or visit https://sennetconsortium.org/internship/ for application information and eligibility requirements. We're looking forward to an excellent summer with the 2024 CUSP interns!	["internship"]		True	True	2024-05-01T00:00:00-04:00	2024-08-31T00:00:00-04:00	2023-11-15T00:00:00-05:00	2024-01-25T00:00:00-05:00	https://sennetconsortium.org/internship/	https://cfde-drc.s3.amazonaws.com/assets/img/SenNet_cusp_2024.png	True	True	
4387e54f-830b-5dac-a2b0-9650ac364589	CFDE Centers	-	-	["none"]		True	True		2025-12-31T00:00:00-04:00			/info/centers	https://cfde-drc.s3.us-east-2.amazonaws.com/assets/img/cfde-centers.png	True	True	
0caee08b-2121-57fd-b078-502f3fd966aa	LINCS Summer Trainees Virtual Symposium 2024	This virtual symposium hosted by the Ma’ayan Lab and the Mount Sinai Center for Bioinformatics featured the accomplishments of 10 summer trainees during a 10-week research-intensive full-time training program. The projects covered topics such as data integration, data visualization, LLM integration, and knowledge graphs in the field of biomedical data science and bioinformatics, leveraging the power of AI and other computational tools and methods.	A virtual symposium hosted by the Ma’ayan Lab and the Mount Sinai Center for Bioinformatics will feature the accomplishments made by 10 summer trainees during a 10-week research-intensive full-time training program. The projects cover topics such as data integration, data visualization, LLM integration, and Knowledge Graphs in the field of biomedical data science and bioinformatics, leveraging the power of AI and other computational tools and methods.	["symposium"]		True	True	2024-08-08T10:00:00-04:00	2024-08-08T12:00:00-04:00			https://mountsinai.zoom.us/webinar/register/WN_Od1ZoHq9TRyryOrqV0dsOw	https://cfde-drc.s3.us-east-2.amazonaws.com/assets/img/symposium-banner2024.png	True	True	
53301a56-8f1e-5634-84ae-f18d5ce92a28	Gabriella Miller Kids First Pediatric Research Program’s Spring Webinar	The Kids First program team, experts and families will take a deep dive into pediatric research advancement through big data and its implications for discovering new cures in rare diseases.  	Join us for the Gabriella Miller Kids First Pediatric Research Program’s Spring Webinar, “Big Data Dialogue, The Next Catalyst for Cures.”  On May 29 at 11 a.m. EDT, the Kids First program team, experts and families will take a deep dive into pediatric research advancement through big data and its implications for discovering new cures in rare diseases. Learn about Kids First’s role in the big data landscape, how it impacts research, new analysis tools and implications for identifying and implementing patient- and family-level change. Bring your questions: We want to hear from you. Start brainstorming your questions now to dive into a dynamic live discussion. This event is open to everyone in our community. Seize the opportunity to be part of a united community propelling pediatric research forward. Register now and contribute to the transformative power of collective impact.	["webinar"]		True	True	2024-05-29T11:00:00-04:00				https://nih.zoomgov.com/meeting/register/vJIsduCvqz8jHyoDNPvlwdwrUmVglsuoPd4#/registration	https://cfde-drc.s3.us-east-2.amazonaws.com/assets/img/kf_webinar_2024spring.png	True	True	
7cfbdf51-8b5d-5b6d-ae8c-a1803fc7ed58	MoTrPAC Office Hours	The MoTrPAC Bioinformatics Center (BIC) hosts monthly open office hours to support the scientific community. Each session is hosted by one member from our infrastructure team and one from our bioinformatics team with a focus on the discussions of MoTrPAC data.	The MoTrPAC Bioinformatics Center (BIC) hosts monthly open office hours to support the scientific community. Each session is hosted by one member from our infrastructure team and one from our bioinformatics team with a focus on the discussions of MoTrPAC data.	["office hours"]		True	True					https://motrpac-data.org/	https://cfde-drc.s3.us-east-2.amazonaws.com/assets/img/MoTrPAC.png	True	True	
95504af6-b691-5563-aef5-6c7400891145	Independent Study in Biomedical Data Science, CFDE edition (ISBDS-CFDE)	The CFDE Edition of ISBDS is an NIH CFDE sponsored training course, focused  on effective use and integration of Common Fund (CF) datasets for  biomedical discovery.	The Illuminating the Druggable Genome (IDG) Data Coordinating Center (DCC), led by the University of New Mexico, is offering an online summer training course featuring CFDE resources. The course is suitable for beginners to advanced learners, who select from a menu of research plan templates to customize according to their interests, utilize CFDE resources, and produce a scholarly final report and poster with support and advisement from the course developers and administrators. Featured research plan templates will be derived from IDG use cases.	["course"]		True	True	2024-06-03T00:00:00-06:00	2024-07-26T23:59:00-06:00			https://datascience.unm.edu/isbdscourse_cfde/	https://cfde-drc.s3.amazonaws.com/assets/img/nih_plus_cfde_plus_idg_logo.png	True	True	
bfddc6e8-8b81-56ab-82f7-6e3446499943	The NIH Common Fund’s Complement-ARIE program	-	-	["none"]		True	True		2025-12-31T00:00:00-04:00			https://commonfund.nih.gov/complementarie	https://cfde-drc.s3.us-east-2.amazonaws.com/assets/img/AIRE-nofo.png	True	True	
70085ee4-44a5-550f-851b-70e4ac348d2b	CFDE Webinar Series	The NIH Common Fund Data Ecosystem  (CFDE) is a network of programs conducting innovative, cross-domain  research to benefit human health. This CFDE Webinar Series brings the  varied programs of the CFDE to the broad biomedical research community.  Join us on the last Friday of each month at 1-2 PM ET to learn the  science behind the research programs that comprise CFDE, as well as  about the CFDE as a whole and its coordination Centers.	The NIH Common Fund Data Ecosystem  (CFDE) is a network of programs conducting innovative, cross-domain  research to benefit human health. This CFDE Webinar Series brings the  varied programs of the CFDE to the broad biomedical research community.  Join us on the last Friday of each month at 1-2 PM ET to learn the  science behind the research programs that comprise CFDE, as well as  about the CFDE as a whole and its coordination Centers.	["webinar"]		True	True	2024-04-26T13:00:00-04:00	2024-04-26T14:00:00-04:00			/info/training_and_outreach/cfde-webinar-series	https://cfde-drc.s3.amazonaws.com/assets/img/CFDE_webinar.png	True	True	
682b58ad-4f18-546b-a35a-ec96f1755a59	2024 SPARC FAIR Codeathon	The SPARC Data and Resource Center (DRC), with funding from the National Institutes of Health, will host a cloud-based three-day codeathon.	The SPARC Data and Resource Center (DRC), with funding from the National Institutes of Health, will host a cloud-based three-day codeathon.	["competition"]		True	True	2024-08-10T00:00:00-04:00	2024-08-12T00:00:00-04:00	2024-06-27T00:00:00-04:00	2024-07-27T00:00:00-04:00	https://sparc.science/news-and-events/events/2024-sparc-fair-codeathon	https://cfde-drc.s3.us-east-2.amazonaws.com/assets/img/codeathon_sparc.png	True	True	
